date,mean_x,mean_y,temp
2020-01-30,7.9782008078799995,16.8103047434,12.39
2020-01-31,12.2479008611,16.401215737,14.32
2020-02-01,11.168162924,18.0268045427,14.6
2020-02-02,9.0684819276,21.0137107178,15.04
2020-02-03,8.54937113648,23.4471826052,16.0
2020-02-04,7.566157726869999,23.247126179099997,15.41
2020-02-05,6.58258691746,19.9577568647,13.27
2020-02-06,5.654566941330001,17.4020580123,11.53
2020-02-07,7.414543171469999,17.6860303218,12.55
2020-02-08,9.76418158233,17.2488484423,13.51
2020-02-09,7.68201648635,16.0480976591,11.87
2020-02-10,6.85479574501,19.1866556779,13.02
2020-02-11,7.33803857163,13.7535122881,10.55
2020-02-12,8.75315247977,14.877054473800001,11.82
2020-02-13,9.59128481363,17.7737630218,13.68
2020-02-14,7.97074523412,18.737930815,13.35
2020-02-15,6.237902968869999,19.9304749924,13.08
2020-02-16,4.46070793614,18.9750301466,11.72
2020-02-17,7.243471072999999,16.148137754300002,11.7
2020-02-18,4.28820127035,17.3398560759,10.81
2020-02-19,4.62330330825,19.3537526577,11.99
2020-02-20,5.2782368847,19.9860503915,12.63
2020-02-21,6.11915113939,21.583677624499998,13.85
2020-02-22,5.80067946415,23.1079036323,14.45
2020-02-23,6.520677969279999,23.7869723234,15.15
2020-02-24,5.38007586327,23.163991617199997,14.27
2020-02-26,6.50131207028,16.637395715,11.57
2020-02-27,5.70585198849,19.3792232926,12.54
2020-02-28,5.682045746469999,21.4689024354,13.58
2020-02-29,9.766703142979999,17.960376478,13.86
2020-03-01,10.3248044862,16.7318895983,13.53
2020-03-02,6.59058336148,16.3184852716,11.45
2020-03-03,5.11626377091,18.5397795759,11.83
2020-03-04,11.1540261768,20.2166994782,15.69
2020-03-05,6.900147113739999,17.1713692969,12.04
2020-03-06,6.601303172130001,16.4117397692,11.51
2020-03-07,3.7848355808199994,19.0886613348,11.44
2020-03-08,4.49542155111,17.7424075642,11.12
2020-03-09,6.35587659467,21.0012506992,13.68
2020-03-10,6.31466033163,26.2714709669,16.29
2020-03-11,9.54840117997,25.841319089299997,17.69
2020-03-12,11.0253727754,22.8248023188,16.93
2020-03-13,8.08617740102,20.1964010441,14.14
2020-03-16,4.14254477273,15.8865909714,10.01
2020-03-17,4.84367085593,17.3298137749,11.09
2020-03-18,10.7251523934,22.531063508400003,16.63
2020-03-19,8.58196418846,22.6406120669,15.61
2020-03-20,8.99415195796,13.9800852051,11.49
2020-03-21,5.805950151719999,13.9406403522,9.87
2020-03-22,5.17062905447,17.7425972996,11.46
2020-03-23,6.926018221360001,18.459210084200002,12.69
2020-03-24,7.20691831695,19.3401558027,13.27
2020-03-25,7.409787297160001,21.356275387100002,14.38
2020-03-26,6.96545289767,19.1211706584,13.04
2020-03-27,5.79720616468,17.976717142000002,11.89
2020-03-28,4.04325214816,17.799009541,10.92
2020-03-29,5.42530098601,19.6503631784,12.54
2020-03-30,7.524017161839999,14.73639449,11.13
2020-03-31,4.69610612027,12.01399113,8.36
2020-04-01,2.47850946888,13.673761728099999,8.08
2020-04-02,4.11302514214,18.7251809172,11.42
2020-04-03,4.39792589422,21.1255973023,12.76
2020-04-04,7.854883010569999,16.7616270113,12.31
2020-04-05,12.4461749884,17.316555443,14.88
2020-04-06,8.50138199683,20.0126293906,14.26
2020-04-07,12.948894513099999,21.937044220700002,17.44
2020-04-08,11.296016353199999,21.1844852561,16.24
2020-04-09,13.7401771001,16.9257495819,15.33
2020-04-10,13.178538565799998,22.416506044600002,17.8
2020-04-11,11.1567956078,21.837957356100002,16.5
2020-04-12,10.0897242509,22.9954793934,16.54
2020-04-13,8.467373547989999,18.9277268037,13.7
2020-04-14,8.948372288869999,18.6357862759,13.79
2020-04-15,9.09148535325,18.9778041055,14.03
2020-04-16,11.3359046306,20.3263340999,15.83
2020-04-17,10.358495076,20.4565379629,15.41
2020-04-18,8.49288027793,21.155674005399998,14.82
2020-04-19,9.14096084153,19.7629815455,14.45
2020-04-20,8.55249063095,16.8183599633,12.69
2020-04-21,9.410835802869999,18.9158749504,14.16
2020-04-22,9.299238188250001,20.4756383903,14.89
2020-04-23,8.12953586281,23.6739566393,15.9
2020-04-24,10.7202318857,24.1427391921,17.43
2020-04-25,10.291230685499999,18.7668791943,14.53
2020-04-26,7.36949719533,19.593156984500002,13.48
2020-04-27,6.81407388185,19.7616909097,13.29
2020-04-28,6.43631479637,20.0998625178,13.27
2020-04-29,5.46480573268,19.2384109395,12.35
2020-04-30,11.5730796917,21.055062056500002,16.31
2020-05-01,11.950000427400001,23.515575239,17.73
2020-05-02,9.87853024375,27.255642707199996,18.57
2020-05-03,12.667865666700001,31.2815190466,21.97
2020-05-04,11.607855419100002,24.036796168899997,17.82
2020-05-05,10.173073172999999,24.0949134304,17.13
2020-05-06,12.004604631600001,25.2213227823,18.61
2020-05-07,12.613242771800001,28.2936874805,20.45
2020-05-08,12.277069620599999,23.2646909773,17.77
2020-05-09,10.6300390764,19.833965981400002,15.23
2020-05-10,10.4006126713,19.9758057126,15.19
2020-05-11,11.7443706377,19.8922439715,15.82
2020-05-12,10.37913614,20.7366287234,15.56
2020-05-13,9.404651664360001,18.3410169568,13.87
2020-05-14,8.756471438530001,17.5590681322,13.16
2020-05-15,9.346627493260002,22.546569692,15.95
2020-05-16,9.87368347403,24.1999647848,17.04
2020-05-17,12.091182656400001,26.478389431999997,19.28
2020-05-18,11.6702760637,28.39464331,20.03
2020-05-19,12.554277983699999,30.2164737515,21.39
2020-05-20,13.488171044300001,30.3842242823,21.94
