date,mean_x,mean_y,temp
2020-01-30,13.287249358299999,16.7528541059,15.02
2020-01-31,14.831378235899999,16.5942057874,15.71
2020-02-01,13.7633584149,17.236690842999998,15.5
2020-02-02,11.3257420092,20.9750908771,16.15
2020-02-03,11.960594016400002,21.9788880865,16.97
2020-02-04,8.677143418650001,17.177601963599997,12.93
2020-02-05,9.69643826083,20.6005446882,15.15
2020-02-06,10.2819652787,17.968386179,14.13
2020-02-07,10.971136449300001,18.2476404259,14.61
2020-02-08,10.8605778246,17.4996554593,14.18
2020-02-09,9.24680189914,17.1200389632,13.18
2020-02-10,10.2997696428,16.5343897027,13.42
2020-02-11,11.2664702312,17.780270542,14.52
2020-02-12,10.8289862254,15.2052370554,13.02
2020-02-13,10.768891506900001,15.854873680199999,13.31
2020-02-14,9.1348756997,17.5588873208,13.35
2020-02-15,9.19510289847,18.7951684975,14.0
2020-02-16,10.8830820336,17.4153504889,14.15
2020-02-17,10.621560177200001,17.601286830699998,14.11
2020-02-18,9.472087055800001,15.903976923,12.69
2020-02-19,6.61686894405,19.506034851099997,13.06
2020-02-20,8.53123926829,18.3697255835,13.45
2020-02-21,10.0116714914,21.2088652921,15.61
2020-02-22,11.451343364000001,21.811063260900003,16.63
2020-02-23,11.4932786873,22.720802445,17.11
2020-02-24,10.2528963893,22.368600133,16.31
2020-02-26,9.46615343209,16.856467833,13.16
2020-02-27,9.90653728577,20.232874422200002,15.07
2020-02-28,9.40900355649,20.2265308334,14.82
2020-02-29,11.8055946166,18.9059539933,15.36
2020-03-01,13.756207604,16.4948484122,15.13
2020-03-02,10.981383346600001,17.193879162,14.09
2020-03-03,10.4755492957,19.6856602818,15.08
2020-03-04,14.2408158291,19.9042438599,17.07
2020-03-05,11.9844872693,17.8312698043,14.91
2020-03-06,10.6118573223,16.8221757958,13.72
2020-03-07,9.255418610860001,19.2853279573,14.27
2020-03-08,7.922475975680001,19.387933846,13.66
2020-03-09,9.78589697918,20.7230646064,15.25
2020-03-10,9.0655979191,23.3537890193,16.21
2020-03-11,11.48898636,26.7923765527,19.14
2020-03-12,12.3810659432,22.235717175999998,17.31
2020-03-13,11.213655586700002,18.1890603491,14.7
2020-03-16,8.34899558217,15.766651015699999,12.06
2020-03-17,9.63578131113,17.9716309007,13.8
2020-03-18,14.2021313748,23.447610027800003,18.82
2020-03-19,13.2269018472,21.4412485146,17.33
2020-03-20,9.43721120903,14.496258276099999,11.97
2020-03-21,7.8828310334500005,16.3864071398,12.13
2020-03-22,7.970396495730001,19.2868732774,13.63
2020-03-23,10.5450152661,20.34233392,15.44
2020-03-24,11.566977949000002,21.401642489100002,16.48
2020-03-25,11.2438242579,22.3018386565,16.77
2020-03-26,9.66769160995,18.8645005973,14.27
2020-03-27,8.444811315419999,19.0837924682,13.76
2020-03-28,8.99778058155,18.4754566974,13.74
2020-03-29,9.9874255054,18.6608080577,14.32
2020-03-30,8.06017255209,13.961564891300002,11.01
2020-03-31,6.39637461628,13.959536023900002,10.18
2020-04-01,6.40079085224,13.4240761722,9.91
2020-04-02,6.53866065267,19.3483872011,12.94
2020-04-03,8.156425694389998,20.2999075235,14.23
2020-04-04,10.784459068099999,18.9362621537,14.86
2020-04-05,13.4706421588,18.6139686768,16.04
2020-04-06,12.9224005665,16.4831836425,14.7
2020-04-07,14.4799498478,19.6763615436,17.08
2020-04-08,13.541805658,19.5946766038,16.57
2020-04-09,14.539561857699999,17.9379328992,16.24
2020-04-10,12.9381765802,21.909254211999997,17.42
2020-04-11,12.196820465899998,21.587321729499998,16.89
2020-04-12,11.746697782,22.500604032,17.12
2020-04-13,11.3534529353,16.6751652913,14.01
2020-04-14,10.5838804934,21.3022932949,15.94
2020-04-15,11.603170371900001,17.6546074971,14.63
2020-04-16,12.4208899119,18.3597464964,15.39
2020-04-17,12.4574388251,19.4609838509,15.96
2020-04-18,10.828321295999999,20.693840302599998,15.76
2020-04-19,11.450770653900001,19.5093842932,15.48
2020-04-20,11.3111160003,16.925045059400002,14.12
2020-04-21,10.4326954233,19.2098059827,14.82
2020-04-22,11.1625254183,19.728703096700002,15.45
2020-04-23,11.3561098145,21.9131769617,16.63
2020-04-24,12.062829776,22.9388172196,17.5
2020-04-25,12.3404379695,20.3721727118,16.36
2020-04-26,10.4368641865,19.093406631300002,14.77
2020-04-27,11.0092040602,19.4641625738,15.24
2020-04-28,10.2923932937,19.4392115352,14.87
2020-04-29,12.1729358765,19.317845379,15.75
2020-04-30,13.7114364785,20.2129326556,16.96
2020-05-01,14.6833201374,21.7928137722,18.24
2020-05-02,13.8330479932,23.8680405904,18.85
2020-05-03,14.58079939,32.911431921500004,23.75
2020-05-04,15.877367283900002,21.8662320792,18.87
2020-05-05,14.833254733699999,21.3758168278,18.1
2020-05-06,13.3298045698,22.5760597551,17.95
2020-05-07,14.0118520461,26.2547268006,20.13
2020-05-08,12.705254784500001,21.6131070608,17.16
2020-05-09,12.717261636099998,19.9131494775,16.32
2020-05-10,12.6905036375,19.0271005286,15.86
2020-05-11,13.012202699500001,19.731884898900002,16.37
2020-05-12,13.3166977756,19.6021870533,16.46
2020-05-13,12.1237199393,16.0351481955,14.08
2020-05-14,10.971624225,17.8365863432,14.4
2020-05-15,12.3497946521,23.338892672399997,17.84
2020-05-16,13.164336285,24.472822005500003,18.82
2020-05-17,14.3852608233,26.495722414499998,20.44
2020-05-18,14.7557472206,27.365699607199996,21.06
2020-05-19,14.802541893599999,28.891552430999997,21.85
2020-05-20,14.7092498756,25.765237118800002,20.24
