date,mean_x,mean_y,temp
2020-05-18,10.928747500899998,26.23820729900001,18.58
2020-05-19,11.297604163499999,27.5278359225,19.41
2020-05-20,11.952720662699999,25.019383842600003,18.49
2020-05-21,11.4381083383,24.422547046,17.93
2020-05-22,11.243864450899999,26.1411668577,18.69
2020-05-23,14.008081936500002,25.9949903135,20.0
2020-05-24,12.8810592757,28.723304989899997,20.8
2020-05-25,14.0073685352,27.9057102969,20.96
2020-05-26,15.8639095801,32.6666202781,24.27
2020-05-27,17.347561435899998,34.5019152017,25.92
2020-05-28,17.473686977699998,33.984013321999996,25.73
2020-05-29,16.2345093651,32.4577979158,24.35
2020-05-30,16.2345093651,32.4577979158,24.35
2020-05-31,16.2256465076,26.8589707539,21.54
2020-06-01,15.5157011792,26.1594326761,20.84
2020-06-02,15.2876184605,26.1402122709,20.71
