mean,std,kernel,cache_size,epsilon,C,gamma
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.11120000000000001,linear
-0.06060600841826656,0.06913392120682318,111.12,300,0.1,0.11120000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.2223,linear
-0.0660016277298455,0.06752123797868338,111.12,300,0.1,0.2223,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.33340000000000003,linear
-0.07727229223338442,0.06887260409384104,111.12,300,0.1,0.33340000000000003,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.4445,linear
-0.08085298140944099,0.0686437192635514,111.12,300,0.1,0.4445,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.5556,linear
-0.08698024106243743,0.07208320912496478,111.12,300,0.1,0.5556,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.6667000000000001,linear
-0.08884028701010405,0.07405266638083124,111.12,300,0.1,0.6667000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.7778,linear
-0.08846044817840318,0.07196940385103476,111.12,300,0.1,0.7778,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,0.8889,linear
-0.08995989615842283,0.0700388171601879,111.12,300,0.1,0.8889,rbf
-0.06094174008432633,0.0721784517577417,111.12,300,0.1,1.0,linear
-0.09193976599068825,0.06908750384343725,111.12,300,0.1,1.0,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.0001,linear
-0.07307870355882151,0.09165243760042915,111.12,300,0.01,0.0001,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.11120000000000001,linear
-0.028909086761180237,0.022257184171286908,111.12,300,0.01,0.11120000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.2223,linear
-0.032928313357392276,0.025446351561006452,111.12,300,0.01,0.2223,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.33340000000000003,linear
-0.049979016003332336,0.0425828183328639,111.12,300,0.01,0.33340000000000003,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.4445,linear
-0.09298992765337592,0.10087997330436899,111.12,300,0.01,0.4445,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.5556,linear
-0.12019099864284359,0.1478719042343635,111.12,300,0.01,0.5556,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.6667000000000001,linear
-0.1264190107763707,0.15309231649176275,111.12,300,0.01,0.6667000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.7778,linear
-0.1360151292290225,0.16382040540255513,111.12,300,0.01,0.7778,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,0.8889,linear
-0.1628986261285416,0.2045362832308213,111.12,300,0.01,0.8889,rbf
-0.0383484538208622,0.039112790481228024,111.12,300,0.01,1.0,linear
-0.1921993685725741,0.26052406761876007,111.12,300,0.01,1.0,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.0001,linear
-0.07362776294769809,0.09376581208162114,111.12,300,0.001,0.0001,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.11120000000000001,linear
-0.02924108568622234,0.021705956249414432,111.12,300,0.001,0.11120000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.2223,linear
-0.04529113443044008,0.03792497447299789,111.12,300,0.001,0.2223,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.33340000000000003,linear
-0.09842667820077598,0.13063965488141951,111.12,300,0.001,0.33340000000000003,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.4445,linear
-0.15982232325119372,0.22513976041983702,111.12,300,0.001,0.4445,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.5556,linear
-0.18871896490212137,0.28203399228918064,111.12,300,0.001,0.5556,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.6667000000000001,linear
-0.22955588782585803,0.3613284883458219,111.12,300,0.001,0.6667000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.7778,linear
-0.23421228054732998,0.3649773130266859,111.12,300,0.001,0.7778,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,0.8889,linear
-0.2284763687021306,0.33691922851254774,111.12,300,0.001,0.8889,rbf
-0.039308493432218525,0.03999161370298206,111.12,300,0.001,1.0,linear
-0.21109892446124387,0.303805976488221,111.12,300,0.001,1.0,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.0001,linear
-0.0737142179263677,0.09382474422099282,111.12,300,0.002,0.0001,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.11120000000000001,linear
-0.029111383796022267,0.02169629518708038,111.12,300,0.002,0.11120000000000001,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.2223,linear
-0.043479404184087675,0.03560871608189315,111.12,300,0.002,0.2223,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.33340000000000003,linear
-0.09005670123721025,0.11465090110256718,111.12,300,0.002,0.33340000000000003,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.4445,linear
-0.155956089937099,0.21863708780587862,111.12,300,0.002,0.4445,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.5556,linear
-0.19941011795729413,0.30264567703321277,111.12,300,0.002,0.5556,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.6667000000000001,linear
-0.2110135423100968,0.3238819848435302,111.12,300,0.002,0.6667000000000001,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.7778,linear
-0.20798956787992012,0.3116341566197548,111.12,300,0.002,0.7778,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,0.8889,linear
-0.20507277209898192,0.2902193138565867,111.12,300,0.002,0.8889,rbf
-0.037460687023929795,0.03834360459871558,111.12,300,0.002,1.0,linear
-0.19321715749112803,0.2678341740515226,111.12,300,0.002,1.0,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.0001,linear
-0.07353168519784724,0.09367249429489742,111.12,300,0.0001,0.0001,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.11120000000000001,linear
-0.030270677402208113,0.022665590108521264,111.12,300,0.0001,0.11120000000000001,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.2223,linear
-0.04293872226410254,0.034197846348503355,111.12,300,0.0001,0.2223,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.33340000000000003,linear
-0.09300388317888285,0.11993806899708492,111.12,300,0.0001,0.33340000000000003,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.4445,linear
-0.16426735657937763,0.2336308070903186,111.12,300,0.0001,0.4445,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.5556,linear
-0.20906730773687107,0.3222499829968459,111.12,300,0.0001,0.5556,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.6667000000000001,linear
-0.21675366668317433,0.33720034963601675,111.12,300,0.0001,0.6667000000000001,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.7778,linear
-0.23144683803078153,0.35983227509890653,111.12,300,0.0001,0.7778,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,0.8889,linear
-0.22737181423170427,0.3353235201684287,111.12,300,0.0001,0.8889,rbf
-0.039728973574015496,0.040420407378700084,111.12,300,0.0001,1.0,linear
-0.21537019804421087,0.3125239427935221,111.12,300,0.0001,1.0,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.0001,linear
-0.06308849776145144,0.07239852393265209,111.12,20,0.1,0.0001,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.11120000000000001,linear
-0.06060600841826656,0.06913392120682318,111.12,20,0.1,0.11120000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.2223,linear
-0.0660016277298455,0.06752123797868338,111.12,20,0.1,0.2223,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.33340000000000003,linear
-0.07727229223338442,0.06887260409384104,111.12,20,0.1,0.33340000000000003,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.4445,linear
-0.08085298140944099,0.0686437192635514,111.12,20,0.1,0.4445,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.5556,linear
-0.08698024106243743,0.07208320912496478,111.12,20,0.1,0.5556,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.6667000000000001,linear
-0.08884028701010405,0.07405266638083124,111.12,20,0.1,0.6667000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.7778,linear
-0.08846044817840318,0.07196940385103476,111.12,20,0.1,0.7778,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,0.8889,linear
-0.08995989615842283,0.0700388171601879,111.12,20,0.1,0.8889,rbf
-0.06094174008432633,0.0721784517577417,111.12,20,0.1,1.0,linear
-0.09193976599068825,0.06908750384343725,111.12,20,0.1,1.0,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.0001,linear
-0.07307870355882151,0.09165243760042915,111.12,20,0.01,0.0001,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.11120000000000001,linear
-0.028909086761180237,0.022257184171286908,111.12,20,0.01,0.11120000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.2223,linear
-0.032928313357392276,0.025446351561006452,111.12,20,0.01,0.2223,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.33340000000000003,linear
-0.049979016003332336,0.0425828183328639,111.12,20,0.01,0.33340000000000003,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.4445,linear
-0.09298992765337592,0.10087997330436899,111.12,20,0.01,0.4445,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.5556,linear
-0.12019099864284359,0.1478719042343635,111.12,20,0.01,0.5556,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.6667000000000001,linear
-0.1264190107763707,0.15309231649176275,111.12,20,0.01,0.6667000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.7778,linear
-0.1360151292290225,0.16382040540255513,111.12,20,0.01,0.7778,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,0.8889,linear
-0.1628986261285416,0.2045362832308213,111.12,20,0.01,0.8889,rbf
-0.0383484538208622,0.039112790481228024,111.12,20,0.01,1.0,linear
-0.1921993685725741,0.26052406761876007,111.12,20,0.01,1.0,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.0001,linear
-0.07362776294769809,0.09376581208162114,111.12,20,0.001,0.0001,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.11120000000000001,linear
-0.02924108568622234,0.021705956249414432,111.12,20,0.001,0.11120000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.2223,linear
-0.04529113443044008,0.03792497447299789,111.12,20,0.001,0.2223,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.33340000000000003,linear
-0.09842667820077598,0.13063965488141951,111.12,20,0.001,0.33340000000000003,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.4445,linear
-0.15982232325119372,0.22513976041983702,111.12,20,0.001,0.4445,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.5556,linear
-0.18871896490212137,0.28203399228918064,111.12,20,0.001,0.5556,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.6667000000000001,linear
-0.22955588782585803,0.3613284883458219,111.12,20,0.001,0.6667000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.7778,linear
-0.23421228054732998,0.3649773130266859,111.12,20,0.001,0.7778,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,0.8889,linear
-0.2284763687021306,0.33691922851254774,111.12,20,0.001,0.8889,rbf
-0.039308493432218525,0.03999161370298206,111.12,20,0.001,1.0,linear
-0.21109892446124387,0.303805976488221,111.12,20,0.001,1.0,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.0001,linear
-0.0737142179263677,0.09382474422099282,111.12,20,0.002,0.0001,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.11120000000000001,linear
-0.029111383796022267,0.02169629518708038,111.12,20,0.002,0.11120000000000001,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.2223,linear
-0.043479404184087675,0.03560871608189315,111.12,20,0.002,0.2223,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.33340000000000003,linear
-0.09005670123721025,0.11465090110256718,111.12,20,0.002,0.33340000000000003,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.4445,linear
-0.155956089937099,0.21863708780587862,111.12,20,0.002,0.4445,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.5556,linear
-0.19941011795729413,0.30264567703321277,111.12,20,0.002,0.5556,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.6667000000000001,linear
-0.2110135423100968,0.3238819848435302,111.12,20,0.002,0.6667000000000001,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.7778,linear
-0.20798956787992012,0.3116341566197548,111.12,20,0.002,0.7778,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,0.8889,linear
-0.20507277209898192,0.2902193138565867,111.12,20,0.002,0.8889,rbf
-0.037460687023929795,0.03834360459871558,111.12,20,0.002,1.0,linear
-0.19321715749112803,0.2678341740515226,111.12,20,0.002,1.0,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.0001,linear
-0.07353168519784724,0.09367249429489742,111.12,20,0.0001,0.0001,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.11120000000000001,linear
-0.030270677402208113,0.022665590108521264,111.12,20,0.0001,0.11120000000000001,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.2223,linear
-0.04293872226410254,0.034197846348503355,111.12,20,0.0001,0.2223,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.33340000000000003,linear
-0.09300388317888285,0.11993806899708492,111.12,20,0.0001,0.33340000000000003,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.4445,linear
-0.16426735657937763,0.2336308070903186,111.12,20,0.0001,0.4445,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.5556,linear
-0.20906730773687107,0.3222499829968459,111.12,20,0.0001,0.5556,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.6667000000000001,linear
-0.21675366668317433,0.33720034963601675,111.12,20,0.0001,0.6667000000000001,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.7778,linear
-0.23144683803078153,0.35983227509890653,111.12,20,0.0001,0.7778,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,0.8889,linear
-0.22737181423170427,0.3353235201684287,111.12,20,0.0001,0.8889,rbf
-0.039728973574015496,0.040420407378700084,111.12,20,0.0001,1.0,linear
-0.21537019804421087,0.3125239427935221,111.12,20,0.0001,1.0,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.0001,linear
-0.06308849776145144,0.07239852393265209,111.12,30,0.1,0.0001,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.11120000000000001,linear
-0.06060600841826656,0.06913392120682318,111.12,30,0.1,0.11120000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.2223,linear
-0.0660016277298455,0.06752123797868338,111.12,30,0.1,0.2223,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.33340000000000003,linear
-0.07727229223338442,0.06887260409384104,111.12,30,0.1,0.33340000000000003,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.4445,linear
-0.08085298140944099,0.0686437192635514,111.12,30,0.1,0.4445,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.5556,linear
-0.08698024106243743,0.07208320912496478,111.12,30,0.1,0.5556,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.6667000000000001,linear
-0.08884028701010405,0.07405266638083124,111.12,30,0.1,0.6667000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.7778,linear
-0.08846044817840318,0.07196940385103476,111.12,30,0.1,0.7778,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,0.8889,linear
-0.08995989615842283,0.0700388171601879,111.12,30,0.1,0.8889,rbf
-0.06094174008432633,0.0721784517577417,111.12,30,0.1,1.0,linear
-0.09193976599068825,0.06908750384343725,111.12,30,0.1,1.0,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.0001,linear
-0.07307870355882151,0.09165243760042915,111.12,30,0.01,0.0001,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.11120000000000001,linear
-0.028909086761180237,0.022257184171286908,111.12,30,0.01,0.11120000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.2223,linear
-0.032928313357392276,0.025446351561006452,111.12,30,0.01,0.2223,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.33340000000000003,linear
-0.049979016003332336,0.0425828183328639,111.12,30,0.01,0.33340000000000003,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.4445,linear
-0.09298992765337592,0.10087997330436899,111.12,30,0.01,0.4445,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.5556,linear
-0.12019099864284359,0.1478719042343635,111.12,30,0.01,0.5556,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.6667000000000001,linear
-0.1264190107763707,0.15309231649176275,111.12,30,0.01,0.6667000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.7778,linear
-0.1360151292290225,0.16382040540255513,111.12,30,0.01,0.7778,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,0.8889,linear
-0.1628986261285416,0.2045362832308213,111.12,30,0.01,0.8889,rbf
-0.0383484538208622,0.039112790481228024,111.12,30,0.01,1.0,linear
-0.1921993685725741,0.26052406761876007,111.12,30,0.01,1.0,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.0001,linear
-0.07362776294769809,0.09376581208162114,111.12,30,0.001,0.0001,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.11120000000000001,linear
-0.02924108568622234,0.021705956249414432,111.12,30,0.001,0.11120000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.2223,linear
-0.04529113443044008,0.03792497447299789,111.12,30,0.001,0.2223,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.33340000000000003,linear
-0.09842667820077598,0.13063965488141951,111.12,30,0.001,0.33340000000000003,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.4445,linear
-0.15982232325119372,0.22513976041983702,111.12,30,0.001,0.4445,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.5556,linear
-0.18871896490212137,0.28203399228918064,111.12,30,0.001,0.5556,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.6667000000000001,linear
-0.22955588782585803,0.3613284883458219,111.12,30,0.001,0.6667000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.7778,linear
-0.23421228054732998,0.3649773130266859,111.12,30,0.001,0.7778,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,0.8889,linear
-0.2284763687021306,0.33691922851254774,111.12,30,0.001,0.8889,rbf
-0.039308493432218525,0.03999161370298206,111.12,30,0.001,1.0,linear
-0.21109892446124387,0.303805976488221,111.12,30,0.001,1.0,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.0001,linear
-0.0737142179263677,0.09382474422099282,111.12,30,0.002,0.0001,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.11120000000000001,linear
-0.029111383796022267,0.02169629518708038,111.12,30,0.002,0.11120000000000001,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.2223,linear
-0.043479404184087675,0.03560871608189315,111.12,30,0.002,0.2223,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.33340000000000003,linear
-0.09005670123721025,0.11465090110256718,111.12,30,0.002,0.33340000000000003,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.4445,linear
-0.155956089937099,0.21863708780587862,111.12,30,0.002,0.4445,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.5556,linear
-0.19941011795729413,0.30264567703321277,111.12,30,0.002,0.5556,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.6667000000000001,linear
-0.2110135423100968,0.3238819848435302,111.12,30,0.002,0.6667000000000001,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.7778,linear
-0.20798956787992012,0.3116341566197548,111.12,30,0.002,0.7778,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,0.8889,linear
-0.20507277209898192,0.2902193138565867,111.12,30,0.002,0.8889,rbf
-0.037460687023929795,0.03834360459871558,111.12,30,0.002,1.0,linear
-0.19321715749112803,0.2678341740515226,111.12,30,0.002,1.0,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.0001,linear
-0.07353168519784724,0.09367249429489742,111.12,30,0.0001,0.0001,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.11120000000000001,linear
-0.030270677402208113,0.022665590108521264,111.12,30,0.0001,0.11120000000000001,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.2223,linear
-0.04293872226410254,0.034197846348503355,111.12,30,0.0001,0.2223,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.33340000000000003,linear
-0.09300388317888285,0.11993806899708492,111.12,30,0.0001,0.33340000000000003,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.4445,linear
-0.16426735657937763,0.2336308070903186,111.12,30,0.0001,0.4445,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.5556,linear
-0.20906730773687107,0.3222499829968459,111.12,30,0.0001,0.5556,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.6667000000000001,linear
-0.21675366668317433,0.33720034963601675,111.12,30,0.0001,0.6667000000000001,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.7778,linear
-0.23144683803078153,0.35983227509890653,111.12,30,0.0001,0.7778,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,0.8889,linear
-0.22737181423170427,0.3353235201684287,111.12,30,0.0001,0.8889,rbf
-0.039728973574015496,0.040420407378700084,111.12,30,0.0001,1.0,linear
-0.21537019804421087,0.3125239427935221,111.12,30,0.0001,1.0,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.0001,linear
-0.06308849776145144,0.07239852393265209,111.12,50,0.1,0.0001,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.11120000000000001,linear
-0.06060600841826656,0.06913392120682318,111.12,50,0.1,0.11120000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.2223,linear
-0.0660016277298455,0.06752123797868338,111.12,50,0.1,0.2223,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.33340000000000003,linear
-0.07727229223338442,0.06887260409384104,111.12,50,0.1,0.33340000000000003,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.4445,linear
-0.08085298140944099,0.0686437192635514,111.12,50,0.1,0.4445,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.5556,linear
-0.08698024106243743,0.07208320912496478,111.12,50,0.1,0.5556,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.6667000000000001,linear
-0.08884028701010405,0.07405266638083124,111.12,50,0.1,0.6667000000000001,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.7778,linear
-0.08846044817840318,0.07196940385103476,111.12,50,0.1,0.7778,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,0.8889,linear
-0.08995989615842283,0.0700388171601879,111.12,50,0.1,0.8889,rbf
-0.06094174008432633,0.0721784517577417,111.12,50,0.1,1.0,linear
-0.09193976599068825,0.06908750384343725,111.12,50,0.1,1.0,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.0001,linear
-0.07307870355882151,0.09165243760042915,111.12,50,0.01,0.0001,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.11120000000000001,linear
-0.028909086761180237,0.022257184171286908,111.12,50,0.01,0.11120000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.2223,linear
-0.032928313357392276,0.025446351561006452,111.12,50,0.01,0.2223,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.33340000000000003,linear
-0.049979016003332336,0.0425828183328639,111.12,50,0.01,0.33340000000000003,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.4445,linear
-0.09298992765337592,0.10087997330436899,111.12,50,0.01,0.4445,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.5556,linear
-0.12019099864284359,0.1478719042343635,111.12,50,0.01,0.5556,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.6667000000000001,linear
-0.1264190107763707,0.15309231649176275,111.12,50,0.01,0.6667000000000001,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.7778,linear
-0.1360151292290225,0.16382040540255513,111.12,50,0.01,0.7778,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,0.8889,linear
-0.1628986261285416,0.2045362832308213,111.12,50,0.01,0.8889,rbf
-0.0383484538208622,0.039112790481228024,111.12,50,0.01,1.0,linear
-0.1921993685725741,0.26052406761876007,111.12,50,0.01,1.0,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.0001,linear
-0.07362776294769809,0.09376581208162114,111.12,50,0.001,0.0001,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.11120000000000001,linear
-0.02924108568622234,0.021705956249414432,111.12,50,0.001,0.11120000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.2223,linear
-0.04529113443044008,0.03792497447299789,111.12,50,0.001,0.2223,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.33340000000000003,linear
-0.09842667820077598,0.13063965488141951,111.12,50,0.001,0.33340000000000003,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.4445,linear
-0.15982232325119372,0.22513976041983702,111.12,50,0.001,0.4445,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.5556,linear
-0.18871896490212137,0.28203399228918064,111.12,50,0.001,0.5556,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.6667000000000001,linear
-0.22955588782585803,0.3613284883458219,111.12,50,0.001,0.6667000000000001,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.7778,linear
-0.23421228054732998,0.3649773130266859,111.12,50,0.001,0.7778,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,0.8889,linear
-0.2284763687021306,0.33691922851254774,111.12,50,0.001,0.8889,rbf
-0.039308493432218525,0.03999161370298206,111.12,50,0.001,1.0,linear
-0.21109892446124387,0.303805976488221,111.12,50,0.001,1.0,rbf
-0.037460687023929795,0.03834360459871558,111.12,50,0.002,0.0001,linear
-0.0737142179263677,0.09382474422099282,111.12,50,0.002,0.0001,rbf
