,city,"p, d, q","P, D, Q, m",aic
158,Norte,"(1, 0, 2)","(2, 0, 2, 15)",3253.6522885339155
159,Norte,"(1, 0, 2)","(2, 1, 0, 15)",863.4718165176628
160,Norte,"(1, 0, 2)","(2, 1, 1, 15)",864.6172769983466
161,Norte,"(1, 0, 2)","(2, 1, 2, 15)",2299.497313435928
162,Norte,"(1, 1, 0)","(0, 0, 0, 15)",1392.7989681529818
163,Norte,"(1, 1, 0)","(0, 0, 1, 15)",1223.5882617377265
164,Norte,"(1, 1, 0)","(0, 0, 2, 15)",3003.3738623414633
165,Norte,"(1, 1, 0)","(0, 1, 0, 15)",1274.7701592234812
166,Norte,"(1, 1, 0)","(0, 1, 1, 15)",1056.935140421907
167,Norte,"(1, 1, 0)","(0, 1, 2, 15)",2861.152480935067
168,Norte,"(1, 1, 0)","(1, 0, 0, 15)",1223.5625783018234
169,Norte,"(1, 1, 0)","(1, 0, 1, 15)",1225.5260871408661
170,Norte,"(1, 1, 0)","(1, 0, 2, 15)",3248.2068015340897
171,Norte,"(1, 1, 0)","(1, 1, 0, 15)",1077.5584908724024
172,Norte,"(1, 1, 0)","(1, 1, 1, 15)",1058.8336409146768
173,Norte,"(1, 1, 0)","(1, 1, 2, 15)",2657.6203209449986
174,Norte,"(1, 1, 0)","(2, 0, 0, 15)",1045.2033820716447
175,Norte,"(1, 1, 0)","(2, 0, 1, 15)",1032.9462649926782
176,Norte,"(1, 1, 0)","(2, 0, 2, 15)",5820.20898706021
177,Norte,"(1, 1, 0)","(2, 1, 0, 15)",852.0564860890772
178,Norte,"(1, 1, 0)","(2, 1, 1, 15)",853.5997778597739
179,Norte,"(1, 1, 0)","(2, 1, 2, 15)",2442.635535266782
180,Norte,"(1, 1, 1)","(0, 0, 0, 15)",1376.3082364171808
181,Norte,"(1, 1, 1)","(0, 0, 1, 15)",1209.1662633119126
182,Norte,"(1, 1, 1)","(0, 0, 2, 15)",
183,Norte,"(1, 1, 1)","(0, 1, 0, 15)",1263.821643101686
184,Norte,"(1, 1, 1)","(0, 1, 1, 15)",1039.749292169446
185,Norte,"(1, 1, 1)","(0, 1, 2, 15)",2845.0837155994614
186,Norte,"(1, 1, 1)","(1, 0, 0, 15)",1220.4398365857162
187,Norte,"(1, 1, 1)","(1, 0, 1, 15)",1211.132929503985
188,Norte,"(1, 1, 1)","(1, 0, 2, 15)",
189,Norte,"(1, 1, 1)","(1, 1, 0, 15)",1073.4441807086032
190,Norte,"(1, 1, 1)","(1, 1, 1, 15)",1041.744291598379
191,Norte,"(1, 1, 1)","(1, 1, 2, 15)",2570.724271014682
192,Norte,"(1, 1, 1)","(2, 0, 0, 15)",1036.0274499526993
193,Norte,"(1, 1, 1)","(2, 0, 1, 15)",1031.612949105518
194,Norte,"(1, 1, 1)","(2, 0, 2, 15)",6035.434773990638
195,Norte,"(1, 1, 1)","(2, 1, 0, 15)",851.2094494101807
196,Norte,"(1, 1, 1)","(2, 1, 1, 15)",856.1757030257672
197,Norte,"(1, 1, 1)","(2, 1, 2, 15)",2559.8671695408225
198,Norte,"(1, 1, 2)","(0, 0, 0, 15)",1365.8579340125202
199,Norte,"(1, 1, 2)","(0, 0, 1, 15)",1195.5473739954446
200,Norte,"(1, 1, 2)","(0, 0, 2, 15)",6372.193645070454
201,Norte,"(1, 1, 2)","(0, 1, 0, 15)",1245.1635318720278
202,Norte,"(1, 1, 2)","(0, 1, 1, 15)",1023.4958473513996
203,Norte,"(1, 1, 2)","(0, 1, 2, 15)",2732.5212589767903
204,Norte,"(1, 1, 2)","(1, 0, 0, 15)",1219.0493193816485
205,Norte,"(1, 1, 2)","(1, 0, 1, 15)",1189.883763611766
206,Norte,"(1, 1, 2)","(1, 0, 2, 15)",3513.457505634434
207,Norte,"(1, 1, 2)","(1, 1, 0, 15)",1070.6916224863228
208,Norte,"(1, 1, 2)","(1, 1, 1, 15)",1025.4430293299947
209,Norte,"(1, 1, 2)","(1, 1, 2, 15)",2662.670526480052
210,Norte,"(1, 1, 2)","(2, 0, 0, 15)",1030.5664151936096
211,Norte,"(1, 1, 2)","(2, 0, 1, 15)",1024.1043623937185
212,Norte,"(1, 1, 2)","(2, 0, 2, 15)",
213,Norte,"(1, 1, 2)","(2, 1, 0, 15)",838.8667219125706
214,Norte,"(1, 1, 2)","(2, 1, 1, 15)",840.9207943509946
215,Norte,"(1, 1, 2)","(2, 1, 2, 15)",1933.516149990017
216,Norte,"(2, 0, 0)","(0, 0, 0, 15)",1391.689143575041
217,Norte,"(2, 0, 0)","(0, 0, 1, 15)",1233.7338975896998
218,Norte,"(2, 0, 0)","(0, 0, 2, 15)",3287.0122968741994
219,Norte,"(2, 0, 0)","(0, 1, 0, 15)",1270.5315281267117
220,Norte,"(2, 0, 0)","(0, 1, 1, 15)",1065.4851135908812
221,Norte,"(2, 0, 0)","(0, 1, 2, 15)",3181.0376018606057
222,Norte,"(2, 0, 0)","(1, 0, 0, 15)",1222.3974272457954
223,Norte,"(2, 0, 0)","(1, 0, 1, 15)",1219.770909724261
224,Norte,"(2, 0, 0)","(1, 0, 2, 15)",3256.430721031436
225,Norte,"(2, 0, 0)","(1, 1, 0, 15)",1070.965256289675
226,Norte,"(2, 0, 0)","(1, 1, 1, 15)",1054.1257155115973
227,Norte,"(2, 0, 0)","(1, 1, 2, 15)",3019.3741828179855
228,Norte,"(2, 0, 0)","(2, 0, 0, 15)",1039.6716440186494
229,Norte,"(2, 0, 0)","(2, 0, 1, 15)",1030.163102576362
230,Norte,"(2, 0, 0)","(2, 0, 2, 15)",3304.762264518192
231,Norte,"(2, 0, 0)","(2, 1, 0, 15)",850.2790448172498
232,Norte,"(2, 0, 0)","(2, 1, 1, 15)",854.0172651685465
