,city,"p, d, q","P, D, Q, m",aic
208,Alentejo,"(1, 1, 2)","(1, 1, 1, 15)",588.5485662106933
209,Alentejo,"(1, 1, 2)","(1, 1, 2, 15)",2976.414343867108
210,Alentejo,"(1, 1, 2)","(2, 0, 0, 15)",592.86586815656
211,Alentejo,"(1, 1, 2)","(2, 0, 1, 15)",593.9013721662625
212,Alentejo,"(1, 1, 2)","(2, 0, 2, 15)",3296.624053936719
213,Alentejo,"(1, 1, 2)","(2, 1, 0, 15)",492.59381260353297
214,Alentejo,"(1, 1, 2)","(2, 1, 1, 15)",494.47790979531965
215,Alentejo,"(1, 1, 2)","(2, 1, 2, 15)",2959.214728443339
216,Alentejo,"(2, 0, 0)","(0, 0, 0, 15)",762.7532990095153
217,Alentejo,"(2, 0, 0)","(0, 0, 1, 15)",684.5783203234741
218,Alentejo,"(2, 0, 0)","(0, 0, 2, 15)",3374.396810874939
219,Alentejo,"(2, 0, 0)","(0, 1, 0, 15)",702.5697286324217
220,Alentejo,"(2, 0, 0)","(0, 1, 1, 15)",599.7569079575077
221,Alentejo,"(2, 0, 0)","(0, 1, 2, 15)",4461.725668800727
222,Alentejo,"(2, 0, 0)","(1, 0, 0, 15)",678.7026846684364
223,Alentejo,"(2, 0, 0)","(1, 0, 1, 15)",680.702161268286
224,Alentejo,"(2, 0, 0)","(1, 0, 2, 15)",3246.9781972673395
225,Alentejo,"(2, 0, 0)","(1, 1, 0, 15)",602.6642611555947
226,Alentejo,"(2, 0, 0)","(1, 1, 1, 15)",597.7177104434206
227,Alentejo,"(2, 0, 0)","(1, 1, 2, 15)",2492.369834861832
228,Alentejo,"(2, 0, 0)","(2, 0, 0, 15)",591.1669120872482
229,Alentejo,"(2, 0, 0)","(2, 0, 1, 15)",591.574751204047
230,Alentejo,"(2, 0, 0)","(2, 0, 2, 15)",3597.760031615094
231,Alentejo,"(2, 0, 0)","(2, 1, 0, 15)",493.31326536348155
232,Alentejo,"(2, 0, 0)","(2, 1, 1, 15)",495.25794952453475
233,Alentejo,"(2, 0, 0)","(2, 1, 2, 15)",3299.4115688921147
234,Alentejo,"(2, 0, 1)","(0, 0, 0, 15)",764.7468604496125
235,Alentejo,"(2, 0, 1)","(0, 0, 1, 15)",680.8071701982793
236,Alentejo,"(2, 0, 1)","(0, 0, 2, 15)",3086.8504036432673
237,Alentejo,"(2, 0, 1)","(0, 1, 0, 15)",704.309026756775
238,Alentejo,"(2, 0, 1)","(0, 1, 1, 15)",595.3353340084961
