,city,"p, d, q","P, D, Q, m",aic
296,Algarve,"(2, 1, 1)","(1, 0, 2, 15)",2844.8771094565473
297,Algarve,"(2, 1, 1)","(1, 1, 0, 15)",556.7599596219931
298,Algarve,"(2, 1, 1)","(1, 1, 1, 15)",555.4907568810971
299,Algarve,"(2, 1, 1)","(1, 1, 2, 15)",2951.016142128128
300,Algarve,"(2, 1, 1)","(2, 0, 0, 15)",533.6669617083595
301,Algarve,"(2, 1, 1)","(2, 0, 1, 15)",531.96052008908
302,Algarve,"(2, 1, 1)","(2, 0, 2, 15)",2867.2622593599685
303,Algarve,"(2, 1, 1)","(2, 1, 0, 15)",432.3835291938768
304,Algarve,"(2, 1, 1)","(2, 1, 1, 15)",425.45286188220416
305,Algarve,"(2, 1, 1)","(2, 1, 2, 15)",2955.2130591713358
306,Algarve,"(2, 1, 2)","(0, 0, 0, 15)",706.4343288124434
307,Algarve,"(2, 1, 2)","(0, 0, 1, 15)",628.2840525104072
308,Algarve,"(2, 1, 2)","(0, 0, 2, 15)",3422.8377473298688
309,Algarve,"(2, 1, 2)","(0, 1, 0, 15)",666.8032471965913
310,Algarve,"(2, 1, 2)","(0, 1, 1, 15)",543.2204728962648
311,Algarve,"(2, 1, 2)","(0, 1, 2, 15)",2838.146544798968
312,Algarve,"(2, 1, 2)","(1, 0, 0, 15)",633.7813869336829
313,Algarve,"(2, 1, 2)","(1, 0, 1, 15)",630.2798353583271
314,Algarve,"(2, 1, 2)","(1, 0, 2, 15)",3399.8655241877186
315,Algarve,"(2, 1, 2)","(1, 1, 0, 15)",558.4248889414445
316,Algarve,"(2, 1, 2)","(1, 1, 1, 15)",551.0191089235271
317,Algarve,"(2, 1, 2)","(1, 1, 2, 15)",2800.6813256704363
318,Algarve,"(2, 1, 2)","(2, 0, 0, 15)",535.528333084838
319,Algarve,"(2, 1, 2)","(2, 0, 1, 15)",533.3678512804509
320,Algarve,"(2, 1, 2)","(2, 0, 2, 15)",3422.596922196509
321,Algarve,"(2, 1, 2)","(2, 1, 0, 15)",434.2590100538521
322,Algarve,"(2, 1, 2)","(2, 1, 1, 15)",427.3469871433124
323,Algarve,"(2, 1, 2)","(2, 1, 2, 15)",2472.865292283163
